"","...1","rank","name","Net Worth","AGE","country","Source","industry","soccer_team"
"1339",1338,1292,"Zhang Hongwei","$2.4 B",67,"China","oil, banking","Diversified",NA
"1340",1339,1292,"Zhang Li","$2.4 B",69,"China","real estate","Real Estate",NA
"1341",1340,1341,"Houshan Bai","$2.3 B",58,"China","lithium battery","Energy",NA
"1342",1341,1341,"Alex Beard","$2.3 B",54,"United Kingdom","mining, commodities","Metals & Mining",NA
"1343",1342,1341,"Koos Bekker","$2.3 B",69,"South Africa","media, investments","Media & Entertainment",NA
"1344",1343,1341,"William Boyd & family","$2.3 B",90,"United States","casinos, banking","Gambling & Casinos",NA
"1345",1344,1341,"Timothy Boyle","$2.3 B",72,"United States","Columbia Sportswear","Fashion & Retail",NA
"1346",1345,1341,"Anand Burman","$2.3 B",69,"India","consumer goods","Food & Beverage",NA
"1347",1346,1341,"Richard Chandler","$2.3 B",63,"New Zealand","investments","Finance & Investments",NA
"1348",1347,1341,"R.G. Chandramogan","$2.3 B",73,"India","dairy","Food & Beverage",NA
"1349",1348,1341,"Cho Young-sik","$2.3 B",60,"South Korea","diagnostics","Healthcare",NA
"1350",1349,1341,"Chu Lam Yiu","$2.3 B",52,"Hong Kong","flavorings","Manufacturing",NA
"1351",1350,1341,"Kommer Damen","$2.3 B",78,"Netherlands","shipbuilding","Manufacturing",NA
"1352",1351,1341,"Henry Davis","$2.3 B",71,"United States","beef processing","Food & Beverage",NA
"1353",1352,1341,"Ray Davis","$2.3 B",80,"United States","pipelines","Energy",NA
"1354",1353,1341,"Stephen Feinberg","$2.3 B",62,"United States","private equity","Finance & Investments",NA
"1355",1354,1341,"Kenneth Feld & family","$2.3 B",73,"United States","live entertainment","Media & Entertainment",NA
"1356",1355,1341,"Alexander Frolov","$2.3 B",57,"Russia","mining, steel","Metals & Mining",NA
"1357",1356,1341,"Mario Germano Giuliani","$2.3 B",50,"Switzerland","pharmaceuticals","Healthcare",NA
"1358",1357,1341,"Serge Godin","$2.3 B",72,"Canada","information technology","Technology",NA
"1359",1358,1341,"Noam Gottesman","$2.3 B",60,"United States","hedge funds","Finance & Investments",NA
"1360",1359,1341,"Philip & Cristina Green","$2.3 B",70,"United Kingdom","fashion retail","Fashion & Retail",NA
"1361",1360,1341,"Yusuf Hamied","$2.3 B",85,"India","pharmaceuticals","Healthcare",NA
"1362",1361,1341,"Bill Haslam","$2.3 B",63,"United States","gas stations","Fashion & Retail",NA
"1363",1362,1341,"Hans-Werner Hector","$2.3 B",82,"Germany","SAP","Technology",NA
"1364",1363,1341,"Ho Hung Anh","$2.3 B",51,"Vietnam","consumer products, banking","Finance & Investments",NA
"1365",1364,1341,"Douglas Hsu","$2.3 B",79,"Taiwan","diversified","Diversified",NA
"1366",1365,1341,"Erman Ilicak","$2.3 B",54,"Turkey","construction","Construction & Engineering",NA
"1367",1366,1341,"Zhaobai Jiang","$2.3 B",58,"China","real estate","Real Estate",NA
"1368",1367,1341,"Osman Kibar","$2.3 B",51,"United States","biotech","Healthcare",NA
"1369",1368,1341,"Adam Kwok","$2.3 B",39,"Hong Kong","real estate","Real Estate",NA
"1370",1369,1341,"Frank Laukien","$2.3 B",62,"United States","scientific equipment","Manufacturing",NA
"1371",1370,1341,"Louis Le Duff","$2.3 B",75,"France","bakeries","Food & Beverage",NA
"1372",1371,1341,"Solomon Lew","$2.3 B",77,"Australia","retail","Fashion & Retail",NA
"1373",1372,1341,"Liang Rubo","$2.3 B",39,"China","TikTok","Technology",NA
"1374",1373,1341,"Liang Zhaoxian","$2.3 B",57,"China","appliances","Manufacturing",NA
"1375",1374,1341,"Prayudh Mahagitsiri","$2.3 B",76,"Thailand","coffee, shipping","Food & Beverage",NA
"1376",1375,1341,"Clayton Mathile","$2.3 B",81,"United States","pet food","Food & Beverage",NA
"1377",1376,1341,"Erwin Franz Mueller","$2.3 B",89,"Germany","drugstores","Fashion & Retail",NA
"1378",1377,1341,"David Murdock","$2.3 B",98,"United States","Dole, real estate","Food & Beverage",NA
"1379",1378,1341,"Rubens Ometto Silveira Mello","$2.3 B",72,"Brazil","sugar, ethanol","Energy",NA
"1380",1379,1341,"Erik Paulsson & family","$2.3 B",80,"Sweden","construction, real estate","Real Estate",NA
"1381",1380,1341,"Heloise Pratt","$2.3 B",59,"Australia","manufacturing, investment","Manufacturing",NA
"1382",1381,1341,"Qiu Jianping & family","$2.3 B",60,"China","hand tools","Manufacturing",NA
"1383",1382,1341,"Dirk Rossmann & family","$2.3 B",75,"Germany","drugstores","Fashion & Retail",NA
"1384",1383,1341,"Karin Schick","$2.3 B",64,"Germany","information technology","Technology",NA
"1385",1384,1341,"Stephan Schmidheiny","$2.3 B",74,"Switzerland","investments","Finance & Investments",NA
"1386",1385,1341,"Wenrong Shen","$2.3 B",76,"China","steel production","Metals & Mining",NA
"1387",1386,1341,"Guangxin Sun","$2.3 B",59,"China","diversified","Diversified",NA
"1388",1387,1341,"Mengquan Sun & family","$2.3 B",72,"China","edible oil","Food & Beverage",NA
"1389",1388,1341,"Thomas Tull","$2.3 B",51,"United States","movies, investments","Media & Entertainment",NA
"1390",1389,1341,"Ted Turner","$2.3 B",83,"United States","cable television","Media & Entertainment",NA
"1391",1390,1341,"David Walentas","$2.3 B",83,"United States","real estate","Real Estate",NA
"1392",1391,1341,"Yingming Wu","$2.3 B",55,"China","batteries","Energy",NA
"1393",1392,1341,"Yingzhuo Xu","$2.3 B",54,"China","agribusiness","Food & Beverage",NA
"1394",1393,1341,"Christoph Zeller","$2.3 B",64,"Liechtenstein","dental materials","Healthcare",NA
"1395",1394,1341,"Zhang Wanzhen","$2.3 B",72,"China","electronics components","Manufacturing",NA
"1396",1395,1341,"Xiaojuan Zhang","$2.3 B",52,"China","logistics","Logistics",NA
"1397",1396,1397,"Michael Ashcroft","$2.2 B",76,"United Kingdom","security","Finance & Investments",NA
"1398",1397,1397,"Alex Atallah","$2.2 B",30,"United States","online marketplace","Technology",NA
"1399",1398,1397,"Brett Blundy","$2.2 B",62,"Australia","retail, agribusiness","Fashion & Retail",NA
"1400",1399,1397,"Chris Britt","$2.2 B",49,"United States","fintech","Finance & Investments",NA
"1401",1400,1397,"Cen Junda","$2.2 B",57,"China","pharmaceuticals","Healthcare",NA
"1402",1401,1397,"Yadu Hari Dalmia & family","$2.2 B",74,"India","cement","Manufacturing",NA
"1403",1402,1397,"Zhenggang Dou","$2.2 B",68,"China","energy, chemicals","Diversified",NA
"1404",1403,1397,"Weimin Du","$2.2 B",58,"China","vaccines","Healthcare",NA
"1405",1404,1397,"Devin Finzer","$2.2 B",31,"United States","online marketplace","Technology",NA
"1406",1405,1397,"Robert Friedland","$2.2 B",71,"United States","mining","Metals & Mining",NA
"1407",1406,1397,"Phillip Frost","$2.2 B",85,"United States","pharmaceuticals","Healthcare",NA
"1408",1407,1397,"Jeffrey Gundlach","$2.2 B",63,"United States","investments","Finance & Investments",NA
"1409",1408,1397,"John Hancock","$2.2 B",46,"Australia","mining","Metals & Mining",NA
"1410",1409,1397,"Georg Haub","$2.2 B",60,"Germany","retail","Fashion & Retail",NA
"1411",1410,1397,"Hortensia Herrero","$2.2 B",71,"Spain","supermarkets","Fashion & Retail",NA
"1412",1411,1397,"B. Wayne Hughes, Jr.","$2.2 B",61,"United States","storage facilities","Real Estate",NA
"1413",1412,1397,"Bruce Karsh","$2.2 B",66,"United States","private equity","Finance & Investments",NA
"1414",1413,1397,"Shlomo Kramer","$2.2 B",56,"Israel","software, investments","Technology",NA
"1415",1414,1397,"Jonathan Kwok","$2.2 B",30,"Hong Kong","Real Estate","Real Estate",NA
"1416",1415,1397,"Christian Latouche","$2.2 B",81,"France","accounting services","Finance & Investments",NA
"1417",1416,1397,"Martin Lau","$2.2 B",49,"Hong Kong","e-commerce","Technology",NA
"1418",1417,1397,"Li Wa","$2.2 B",56,"Hong Kong","real estate","Real Estate",NA
"1419",1418,1397,"Liang Xinjun","$2.2 B",54,"China","conglomerate","Diversified",NA
"1420",1419,1397,"Lin Chang Su-O","$2.2 B",81,"Taiwan","real estate","Real Estate",NA
"1421",1420,1397,"Lin Fanlian","$2.2 B",60,"China","energy, real estate","Energy",NA
"1422",1421,1397,"Lin Lairong & family","$2.2 B",53,"China","iron ore mining","Metals & Mining",NA
"1423",1422,1397,"Daniel Lubetzky","$2.2 B",53,"United States","snack bars","Food & Beverage",NA
"1424",1423,1397,"Howard Marks","$2.2 B",75,"United States","private equity","Finance & Investments",NA
"1425",1424,1397,"Craig McCaw","$2.2 B",72,"United States","telecom","Telecom",NA
"1426",1425,1397,"Vincent McMahon","$2.2 B",76,"United States","entertainment","Sports",NA
"1427",1426,1397,"Mu Rongjun","$2.2 B",42,"China","e-commerce","Technology",NA
"1428",1427,1397,"Jonathan Nelson","$2.2 B",65,"United States","private equity","Finance & Investments",NA
"1429",1428,1397,"Bianca Rinehart","$2.2 B",45,"Australia","mining","Metals & Mining",NA
"1430",1429,1397,"Ginia Rinehart","$2.2 B",35,"Australia","mining","Metals & Mining",NA
"1431",1430,1397,"Filiz Sahenk","$2.2 B",55,"Turkey","diversified","Diversified",NA
"1432",1431,1397,"S.D. Shibulal","$2.2 B",67,"India","software services","Technology",NA
"1433",1432,1397,"Alexander Svetakov","$2.2 B",54,"Russia","real estate","Finance & Investments",NA
"1434",1433,1397,"Jeffrey Talpins","$2.2 B",47,"United States","hedge fund","Finance & Investments",NA
"1435",1434,1397,"Ming Tian","$2.2 B",68,"China","measuring instruments","Technology",NA
"1436",1435,1397,"Arvind Tiku","$2.2 B",52,"India","oil & gas, investments","Energy",NA
"1437",1436,1397,"Torsten Toeller","$2.2 B",55,"Germany","pet food","Fashion & Retail",NA
"1438",1437,1397,"Riaz Valani","$2.2 B",45,"United States","e-cigarettes","Finance & Investments",NA
"1439",1438,1397,"Pieter van der Does","$2.2 B",52,"Netherlands","payments software","Technology",NA
"1440",1439,1397,"Lang Walker","$2.2 B",76,"Australia","real estate","Real Estate",NA
"1441",1440,1397,"Hope Welker","$2.2 B",36,"Australia","mining","Metals & Mining",NA
"1442",1441,1397,"Xie Bingkun & family","$2.2 B",55,"China","pearlescent pigments","Fashion & Retail",NA
"1443",1442,1397,"William Young","$2.2 B",81,"United States","plastics","Manufacturing",NA
"1444",1443,1397,"Zhou Jian","$2.2 B",45,"China","solar energy equipment","Energy",NA
"1445",1444,1445,"Bill and Jean Adderley & family","$2.1 B",64,"United Kingdom","home furnishings","Fashion & Retail",NA
"1446",1445,1445,"Mohamed Al Fayed","$2.1 B",93,"Egypt","retail, investments","Fashion & Retail",NA
"1447",1446,1445,"Faisal Bin Qassim Al Thani","$2.1 B",74,"Qatar","hotels, diversified","Diversified",NA
"1448",1447,1445,"Masaaki Arai","$2.1 B",56,"Japan","home sales","Real Estate",NA
"1449",1448,1445,"Tatyana Bakalchuk","$2.1 B",46,"Russia","ecommerce","Fashion & Retail",NA
"1450",1449,1445,"Lee Bass","$2.1 B",65,"United States","oil, investments","Energy",NA
"1451",1450,1445,"Alberto Bombassei","$2.1 B",81,"Italy","automotive brakes","Automotive",NA
"1452",1451,1445,"Jim Breyer","$2.1 B",60,"United States","venture capital","Technology",NA
"1453",1452,1445,"Ron Burkle","$2.1 B",69,"United States","supermarkets, investments","Finance & Investments",NA
"1454",1453,1445,"Chen Huwen","$2.1 B",51,"China","stationery","Manufacturing",NA
"1455",1454,1445,"Chen Huxiong","$2.1 B",51,"China","stationery","Manufacturing",NA
"1456",1455,1445,"Chen Xuehua","$2.1 B",61,"China","nonferrous","Metals & Mining",NA
"1457",1456,1445,"Bruce Cheng","$2.1 B",86,"Taiwan","electronics","Technology",NA
"1458",1457,1445,"Ryan Cohen","$2.1 B",36,"Canada","investments","Finance & Investments",NA
"1459",1458,1445,"Dermot Desmond","$2.1 B",71,"Ireland","finance","Finance & Investments",NA
"1460",1459,1445,"Fred Ehrsam","$2.1 B",33,"United States","cryptocurrency exchange","Finance & Investments",NA
"1461",1460,1445,"John Elkann","$2.1 B",46,"Italy","FIAT, investments","Finance & Investments",NA
"1462",1461,1445,"Bob Ell","$2.1 B",77,"Australia","real estate","Real Estate",NA
"1463",1462,1445,"Fang Xiaoliang & family","$2.1 B",63,"China","biotech","Healthcare",NA
"1464",1463,1445,"Lindsay Fox","$2.1 B",84,"Australia","logistics, real estate","Logistics",NA
"1465",1464,1445,"Gary Friedman","$2.1 B",64,"United States","Furniture retail","Fashion & Retail",NA
"1466",1465,1445,"Gordon Getty","$2.1 B",88,"United States","Getty Oil","Energy",NA
"1467",1466,1445,"Dennis Gillings","$2.1 B",77,"United Kingdom","clinical trials","Healthcare",NA
"1468",1467,1445,"Harsh Goenka","$2.1 B",64,"India","diversified","Diversified",NA
"1469",1468,1445,"David Hains","$2.1 B",91,"Australia","Investments","Finance & Investments",NA
"1470",1469,1445,"Bahaa Hariri","$2.1 B",55,"Lebanon","real estate, investments","Real Estate",NA
"1471",1470,1445,"Shmuel Harlap","$2.1 B",77,"Israel","automotive","Automotive",NA
"1472",1471,1445,"Gerry Harvey","$2.1 B",82,"Australia","retail","Fashion & Retail",NA
"1473",1472,1445,"Reid Hoffman","$2.1 B",54,"United States","LinkedIn","Technology",NA
"1474",1473,1445,"Hou Juncheng","$2.1 B",57,"China","cosmetics","Healthcare",NA
"1475",1474,1445,"Thomas James","$2.1 B",79,"United States","finance","Finance & Investments",NA
"1476",1475,1445,"Eiichi Kuriwada","$2.1 B",75,"Japan","package delivery","Logistics",NA
"1477",1476,1445,"Kwek Leng Kee","$2.1 B",67,"Singapore","diversified","Diversified",NA
"1478",1477,1445,"Lai Shixian","$2.1 B",47,"China","sports apparel","Fashion & Retail",NA
"1479",1478,1445,"Lau Cho Kun","$2.1 B",86,"Malaysia","palm oil, property","Diversified",NA
"1480",1479,1445,"Lee Hae-jin","$2.1 B",54,"South Korea","Internet","Technology",NA
"1481",1480,1445,"Harald Link","$2.1 B",67,"Thailand","diversified","Diversified",NA
"1482",1481,1445,"Liu Xiucai & family","$2.1 B",65,"United States","chemicals","Manufacturing",NA
"1483",1482,1445,"Yangyong Luo & family","$2.1 B",46,"China","mining","Metals & Mining",NA
"1484",1483,1445,"Igor Makarov","$2.1 B",60,"Russia","investments","Energy",NA
"1485",1484,1445,"Alexander Mamut","$2.1 B",62,"Russia","investments","Finance & Investments",NA
"1486",1485,1445,"David Mindus","$2.1 B",50,"Sweden","real estate","Real Estate",NA
"1487",1486,1445,"Yuji Otsuka","$2.1 B",68,"Japan","copy machines, software","Technology",NA
"1488",1487,1445,"Clive Palmer","$2.1 B",68,"Australia","mining","Metals & Mining",NA
"1489",1488,1445,"Ajay Parekh","$2.1 B",64,"India","adhesives","Manufacturing",NA
"1490",1489,1445,"Narendrakumar Parekh","$2.1 B",83,"India","adhesives","Manufacturing",NA
"1491",1490,1445,"Xiangdong Qi","$2.1 B",51,"China","software","Technology",NA
"1492",1491,1445,"Jianhua Ren","$2.1 B",65,"China","kitchen appliances","Manufacturing",NA
"1493",1492,1445,"Alice Schwartz","$2.1 B",95,"United States","biotech","Healthcare",NA
"1494",1493,1445,"Peter Sondakh","$2.1 B",72,"Indonesia","investments","Finance & Investments",NA
"1495",1494,1445,"Song Fei","$2.1 B",55,"China","machinery","Manufacturing",NA
"1496",1495,1445,"Timothy Springer","$2.1 B",74,"United States","biotech","Healthcare",NA
"1497",1496,1445,"Suyu Su & family","$2.1 B",73,"China","utilities, real estate","Real Estate",NA
"1498",1497,1445,"Elizabeth Sy","$2.1 B",69,"Philippines","diversified","Diversified",NA
"1499",1498,1445,"Sukanto Tanoto","$2.1 B",72,"Indonesia","diversified","Diversified",NA
"1500",1499,1445,"Jayshree Ullal","$2.1 B",61,"United States","computer networking","Technology",NA
"1501",1500,1445,"Sunny Varkey","$2.1 B",64,"India","education","Service",NA
"1502",1501,1445,"Jitendra Virwani","$2.1 B",56,"India","real estate","Real Estate",NA
"1503",1502,1445,"Wang Ren-sheng","$2.1 B",90,"Taiwan","retail","Fashion & Retail",NA
"1504",1503,1445,"Wang Wenmo","$2.1 B",65,"China","sports apparel","Fashion & Retail",NA
"1505",1504,1445,"Thomas Wu","$2.1 B",72,"Taiwan","finance","Finance & Investments",NA
"1506",1505,1445,"Wu Ying","$2.1 B",57,"China","materials","Manufacturing",NA
"1507",1506,1445,"Amy Wyss","$2.1 B",51,"United States","medical equipment","Healthcare",NA
"1508",1507,1445,"Xiang Guangming & family","$2.1 B",58,"China","waste disposal","Manufacturing",NA
"1509",1508,1445,"Xu Shugen","$2.1 B",56,"China","construction, mining machinery","Manufacturing",NA
"1510",1509,1445,"Steven Meng Yang & family","$2.1 B",39,"China","electronics","Technology",NA
"1511",1510,1445,"Clayton Zekelman","$2.1 B",53,"Canada","steel","Manufacturing",NA
"1512",1511,1445,"Hongfei Zhao","$2.1 B",47,"China","software","Technology",NA
"1513",1512,1513,"S. Daniel Abraham","$2 B",97,"United States","Slim-Fast","Food & Beverage",NA
"1514",1513,1513,"Aziz Akhannouch & family","$2 B",61,"Morocco","petroleum, diversified","Diversified",NA
"1515",1514,1513,"Andrey Andreev","$2 B",48,"United Kingdom","online dating","Technology",NA
"1516",1515,1513,"Ramon Ang","$2 B",68,"Philippines","diversified","Food & Beverage",NA
"1517",1516,1513,"Guilherme Benchimol","$2 B",45,"Brazil","financial services","Finance & Investments",NA
"1518",1517,1513,"Julio Bozano","$2 B",86,"Brazil","banking","Finance & Investments",NA
"1519",1518,1513,"Ryan Breslow","$2 B",27,"United States","e-commerce software","Technology",NA
"1520",1519,1513,"Cao Jianwei","$2 B",43,"China","semiconductors","Manufacturing",NA
"1521",1520,1513,"Herb Chambers","$2 B",80,"United States","car dealerships","Automotive",NA
"1522",1521,1513,"Daniel Chiu","$2 B",61,"Hong Kong","oil & gas","Energy",NA
"1523",1522,1513,"Tim Cook","$2 B",61,"United States","Apple","Technology",NA
"1524",1523,1513,"Brunello Cucinelli & family","$2 B",68,"Italy","fashion","Fashion & Retail",NA
"1525",1524,1513,"Georgi Domuschiev","$2 B",49,"Bulgaria","animal health, investments","Diversified",NA
"1526",1525,1513,"Kiril Domuschiev","$2 B",52,"Bulgaria","animal health, investments","Diversified",NA
"1527",1526,1513,"Glenn Dubin","$2 B",64,"United States","hedge funds","Finance & Investments",NA
"1528",1527,1513,"James Duff","$2 B",61,"United States","tires, diversified","Diversified",NA
"1529",1528,1513,"Thomas Duff","$2 B",65,"United States","tires, diversified","Diversified",NA
"1530",1529,1513,"Robert Duggan","$2 B",77,"United States","pharmaceuticals","Healthcare",NA
"1531",1530,1513,"Maria Franca Fissolo","$2 B",87,"Italy","Nutella, chocolates","Food & Beverage",NA
"1532",1531,1513,"Fu Mingkang & family","$2 B",59,"China","manufacturing","Manufacturing",NA
"1533",1532,1513,"Jay Hennick","$2 B",65,"Canada","real estate finance","Finance & Investments",NA
"1534",1533,1513,"Orion Hindawi","$2 B",42,"United States","software","Technology",NA
"1535",1534,1513,"Ji Qi","$2 B",55,"China","hotels, motels","Real Estate",NA
"1536",1535,1513,"Kim Chang-soo","$2 B",61,"South Korea","apparel","Fashion & Retail",NA
"1537",1536,1513,"Vyacheslav Kim","$2 B",52,"Kazakhstan","fintech","Finance & Investments",NA
"1538",1537,1513,"Kuan Kam Hon & family","$2 B",74,"Malaysia","rubber gloves","Manufacturing",NA
"1539",1538,1513,"Egor Kulkov","$2 B",50,"Russia","pharmaceuticals","Healthcare",NA
"1540",1539,1513,"Josh Kushner","$2 B",36,"United States","venture capital","Finance & Investments",NA
"1541",1540,1513,"Henry Laufer","$2 B",76,"United States","hedge funds","Finance & Investments",NA
"1542",1541,1513,"Thomas Lee","$2 B",78,"United States","private equity","Finance & Investments",NA
"1543",1542,1513,"Michael Lee-Chin","$2 B",71,"Canada","mutual funds","Finance & Investments",NA
"1544",1543,1513,"Li Xuhui","$2 B",53,"China","soy sauce","Food & Beverage",NA
"1545",1544,1513,"Lim Kok Thay","$2 B",70,"Malaysia","casinos","Gambling & Casinos",NA
"1546",1545,1513,"Joao Roberto Marinho","$2 B",68,"Brazil","media","Media & Entertainment",NA
"1547",1546,1513,"Jose Roberto Marinho","$2 B",66,"Brazil","media","Media & Entertainment",NA
"1548",1547,1513,"Roberto Irineu Marinho","$2 B",74,"Brazil","media","Media & Entertainment",NA
"1549",1548,1513,"Jim McKelvey","$2 B",56,"United States","mobile payments","Technology",NA
"1550",1549,1513,"Robert Miller","$2 B",88,"United Kingdom","retail","Fashion & Retail",NA
"1551",1550,1513,"David Nahmad","$2 B",74,"Monaco","art collection","Fashion & Retail",NA
"1552",1551,1513,"Florentino Perez","$2 B",75,"Spain","construction","Construction & Engineering",NA
"1553",1552,1513,"Jennifer Pritzker","$2 B",71,"United States","hotels, investments","Finance & Investments",NA
"1554",1553,1513,"Linda Pritzker","$2 B",68,"United States","hotels, investments","Service",NA
"1555",1554,1513,"P.V. Ramprasad Reddy","$2 B",64,"India","pharmaceuticals","Healthcare",NA
"1556",1555,1513,"Joe Rogers, Jr.","$2 B",75,"United States","Waffle House","Food & Beverage",NA
"1557",1556,1513,"Ruan Shuilong & family","$2 B",86,"China","chemicals","Manufacturing",NA
"1558",1557,1513,"Phil Ruffin","$2 B",87,"United States","casinos, real estate","Diversified",NA
"1559",1558,1513,"Vinod Saraf","$2 B",69,"India","chemicals","Manufacturing",NA
"1560",1559,1513,"Maria-Elisabeth Schaeffler-Thumann","$2 B",80,"Germany","auto parts","Automotive",NA
"1561",1560,1513,"Genhuo Shao","$2 B",56,"China","agribusiness","Food & Beverage",NA
"1562",1561,1513,"Shen Xiqiang & family","$2 B",74,"China","chemical","Energy",NA
"1563",1562,1513,"Shi Wen-long","$2 B",94,"Taiwan","plastics","Manufacturing",NA
"1564",1563,1513,"Thaksin Shinawatra","$2 B",72,"Thailand","investments","Finance & Investments",NA
"1565",1564,1513,"Alexander Skorobogatko","$2 B",54,"Russia","real estate, airport","Logistics",NA
"1566",1565,1513,"Sylvia Stroeher","$2 B",66,"Germany","cosmetics","Fashion & Retail",NA
"1567",1566,1513,"Wichai Thongtang","$2 B",75,"Thailand","investments","Finance & Investments",NA
"1568",1567,1513,"Todd Wagner","$2 B",61,"United States","online media","Media & Entertainment",NA
"1569",1568,1513,"Wang Jianguo","$2 B",62,"China","retail","Fashion & Retail",NA
"1570",1569,1513,"Shuifu Wang","$2 B",67,"China","Manufacturing","Manufacturing",NA
"1571",1570,1513,"Wenbiao Wang","$2 B",65,"China","natural gas, fertilizers","Manufacturing",NA
"1572",1571,1513,"Kanye West","$2 B",44,"United States","music, sneakers","Fashion & Retail",NA
"1573",1572,1513,"Evan Williams","$2 B",50,"United States","Twitter","Technology",NA
"1574",1573,1513,"Zhongyi Wu","$2 B",48,"China","electronics","Technology",NA
"1575",1574,1513,"Zhihan Xu","$2 B",49,"China","electronics","Technology",NA
"1576",1575,1513,"Yan Zhi","$2 B",49,"China","real estate","Real Estate",NA
"1577",1576,1513,"Michael Ying","$2 B",72,"Hong Kong","retail","Fashion & Retail",NA
"1578",1577,1513,"Yuan Liping","$2 B",51,"Canada","pharmaceuticals","Healthcare",NA
"1579",1578,1579,"Anu Aga","$1.9 B",79,"India","engineering","Construction & Engineering",NA
"1580",1579,1579,"Joy Alukkas","$1.9 B",65,"India","jewelry","Fashion & Retail",NA
"1581",1580,1579,"Sezai Bacaksiz","$1.9 B",72,"Turkey","diversified","Diversified",NA
"1582",1581,1579,"Baokun Bai","$1.9 B",52,"China","hardware","Manufacturing",NA
"1583",1582,1579,"Acharya Balkrishna","$1.9 B",49,"India","consumer goods","Food & Beverage",NA
"1584",1583,1579,"Kiki Barki","$1.9 B",82,"Indonesia","coal","Energy",NA
"1585",1584,1579,"John Bloor","$1.9 B",78,"United Kingdom","real estate, manufacturing","Diversified",NA
"1586",1585,1579,"Nicola Bulgari","$1.9 B",81,"Italy","luxury goods","Fashion & Retail",NA
"1587",1586,1579,"Alejandro Bulgheroni","$1.9 B",77,"Argentina","oil & gas","Energy",NA
"1588",1587,1579,"Chen Kaichen","$1.9 B",64,"China","household chemicals","Manufacturing",NA
"1589",1588,1579,"Fernando Chico Pardo","$1.9 B",70,"Mexico","airport management","Service",NA
"1590",1589,1579,"Jose Luis Cutrale","$1.9 B",75,"Brazil","orange juice","Food & Beverage",NA
"1591",1590,1579,"D. Leopoldo Del Pino","$1.9 B",59,"Spain","construction","Construction & Engineering",NA
"1592",1591,1579,"James Dinan","$1.9 B",62,"United States","hedge funds","Finance & Investments",NA
"1593",1592,1579,"Francois Feuillet & family","$1.9 B",73,"France","motorhomes, RVs","Automotive",NA
"1594",1593,1579,"Guangming Fu & family","$1.9 B",68,"China","poultry","Food & Beverage",NA
"1595",1594,1579,"Mario Gabelli","$1.9 B",80,"United States","money management","Finance & Investments",NA
"1596",1595,1579,"Reinold Geiger","$1.9 B",74,"Austria","beauty products","Fashion & Retail",NA
"1597",1596,1579,"He Zhenggang","$1.9 B",68,"China","chemicals","Manufacturing",NA
"1598",1597,1579,"Roberto Hernandez Ramirez","$1.9 B",80,"Mexico","banking, investments","Finance & Investments",NA
"1599",1598,1579,"Hoi Kin Hong","$1.9 B",69,"Macau","real estate","Real Estate",NA
"1600",1599,1579,"Huang Qiaoling","$1.9 B",63,"China","amusement parks","Media & Entertainment",NA
"1601",1600,1579,"Willis Johnson","$1.9 B",74,"United States","damaged cars","Automotive",NA
"1602",1601,1579,"Keeree Kanjanapas","$1.9 B",71,"Thailand","transportation","Real Estate",NA
"1603",1602,1579,"Kim Dae-il","$1.9 B",42,"South Korea","mobile gaming","Technology",NA
"1604",1603,1579,"Kim Hyoung-nyon","$1.9 B",46,"South Korea","fintech","Finance & Investments",NA
"1605",1604,1579,"Andrei Kozitsyn","$1.9 B",61,"Russia","metals","Metals & Mining",NA
"1606",1605,1579,"Thomas Kwok","$1.9 B",70,"Hong Kong","real estate","Real Estate",NA
"1607",1606,1579,"Lei Jufang","$1.9 B",69,"China","pharmaceuticals","Healthcare",NA
"1608",1607,1579,"David Lichtenstein","$1.9 B",60,"United States","real estate","Real Estate",NA
"1609",1608,1579,"Lin Dingqiang & family","$1.9 B",55,"Hong Kong","real estate","Real Estate",NA
"1610",1609,1579,"Mikhail Lomtadze","$1.9 B",46,"Georgia","fintech","Finance & Investments",NA
"1611",1610,1579,"Melissa Ma","$1.9 B",64,"China","Internet search","Technology",NA
"1612",1611,1579,"Yusaku Maezawa","$1.9 B",46,"Japan","online retail","Technology",NA
"1613",1612,1579,"Katarina Martinson","$1.9 B",40,"Sweden","investments","Diversified",NA
"1614",1613,1579,"Shouliang Miao","$1.9 B",67,"China","real estate","Real Estate",NA
"1615",1614,1579,"Romano Minozzi","$1.9 B",87,"Italy","utilities, diversified","Diversified",NA
"1616",1615,1579,"Pedro Moreira Salles","$1.9 B",62,"Brazil","banking, minerals","Diversified",NA
"1617",1616,1579,"Alexander Nesis","$1.9 B",59,"Russia","metals, banking, fertilizers","Finance & Investments",NA
"1618",1617,1579,"Nguyen Dang Quang","$1.9 B",58,"Vietnam","consumer products, banking","Food & Beverage",NA
"1619",1618,1579,"Oei Hong Leong","$1.9 B",74,"Singapore","investments","Finance & Investments",NA
"1620",1619,1579,"Nihat Ozdemir","$1.9 B",72,"Turkey","diversified","Diversified",NA
"1621",1620,1579,"Gretel Packer","$1.9 B",56,"Australia","casinos","Media & Entertainment",NA
"1622",1621,1579,"Benjamin Zhengmin Pan & family","$1.9 B",52,"China","electronics","Technology",NA
"1623",1622,1579,"Victor Pinchuk","$1.9 B",61,"Ukraine","steel pipes, diversified","Metals & Mining",NA
"1624",1623,1579,"Alexander Ponomarenko","$1.9 B",57,"Russia","real estate, airport","Logistics",NA
